        soln	      dist_x	        time	          pH	          pe	        C(4)	        N(3)	       Fe(2)	       Fe(3)	       Mn(2)	        S(6)	           P	          Cd	          Zn	          Pb	           C	      m_CaX2	      m_MgX2	       m_NaX	        m_KX	      m_AlX3	      m_CdX2	      m_ZnX2	      m_PbX2	
          71	    -7.04828	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          72	    -7.14897	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          73	    -7.24965	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          74	    -7.35035	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          75	    -7.45104	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          76	    -7.55172	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          77	    -7.65241	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          78	     -7.7531	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          79	    -7.85379	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          80	    -7.95448	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          81	    -8.05517	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          82	    -8.15586	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          83	    -8.25655	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          84	    -8.35724	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          85	    -8.45793	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          86	    -8.55862	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          87	    -8.65931	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          88	       -8.76	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          89	    -8.86069	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          90	    -8.96138	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          91	    -9.06207	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          92	    -9.16276	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          93	    -9.26345	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          94	    -9.36414	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          95	    -9.46483	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          96	    -9.56552	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          97	    -9.66621	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          98	     -9.7669	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          99	    -9.86759	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         100	    -9.96828	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         101	     -10.069	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         102	    -10.1697	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         103	    -10.2703	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         104	     -10.371	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         105	    -10.4717	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         106	    -10.5724	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         107	    -10.6731	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         108	    -10.7738	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         109	    -10.8745	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         110	    -10.9752	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         111	    -11.0759	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         112	    -11.1765	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         113	    -11.2772	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         114	    -11.3779	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         115	    -11.4786	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         116	    -11.5793	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         117	      -11.68	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         118	    -11.7807	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         119	    -11.8814	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         120	    -11.9821	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         121	    -12.0828	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         122	    -12.1834	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         123	    -12.2841	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         124	    -12.3848	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         125	    -12.4855	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         126	    -12.5862	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         127	    -12.6869	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         128	    -12.7876	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         129	    -12.8883	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         130	     -12.989	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         131	    -13.0897	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         132	    -13.1903	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         133	     -13.291	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         134	    -13.3917	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         135	    -13.4924	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         136	    -13.5931	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         137	    -13.6938	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         138	    -13.7945	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         139	    -13.8952	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         140	    -13.9959	           0	     7.48473	     4.11463	 1.0000e-005	 4.9807e-036	 7.2000e-004	 6.0300e-003	 2.0000e-004	 5.0000e-004	 9.0000e-005	 9.0000e-005	 2.5000e-004	 1.0000e-004	 1.0000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
